LineId,Date,Time,Pid,Id,Content,EventId,EventTemplate,ParameterList
1,05-12,01:07:14.177,1001,ACQ,*telephony-radio* (partial),01add6cf,<*> (partial),['*telephony-radio*']
2,05-12,01:07:14.202,1001,REL,*telephony-radio*,4e4b905a,*telephony-radio*,[]
3,05-12,01:07:14.202,1001,ACQ,*telephony-radio* (partial),01add6cf,<*> (partial),['*telephony-radio*']
4,05-12,01:07:14.203,1001,REL,*telephony-radio*,4e4b905a,*telephony-radio*,[]
5,05-12,01:07:14.203,1001,ACQ,*telephony-radio* (partial),01add6cf,<*> (partial),['*telephony-radio*']
6,05-12,01:07:14.203,1001,REL,*telephony-radio*,4e4b905a,*telephony-radio*,[]
7,05-12,01:07:14.203,1001,ACQ,*telephony-radio* (partial),01add6cf,<*> (partial),['*telephony-radio*']
8,05-12,01:07:14.213,1001,REL,*telephony-radio*,4e4b905a,*telephony-radio*,[]
9,05-12,01:07:14.213,1001,ACQ,*telephony-radio* (partial),01add6cf,<*> (partial),['*telephony-radio*']
10,05-12,01:07:14.214,1001,REL,*telephony-radio*,4e4b905a,*telephony-radio*,[]
11,05-12,01:07:14.216,1001,ACQ,*telephony-radio* (partial),01add6cf,<*> (partial),['*telephony-radio*']
12,05-12,01:07:14.216,1001,REL,*telephony-radio*,4e4b905a,*telephony-radio*,[]
13,05-12,01:07:14.216,1001,ACQ,*telephony-radio* (partial),01add6cf,<*> (partial),['*telephony-radio*']
14,05-12,01:07:14.224,1001,REL,*telephony-radio*,4e4b905a,*telephony-radio*,[]
15,05-12,01:07:14.224,1001,ACQ,*telephony-radio* (partial),01add6cf,<*> (partial),['*telephony-radio*']
16,05-12,01:07:14.224,1001,REL,*telephony-radio*,4e4b905a,*telephony-radio*,[]
17,05-12,01:07:14.225,1001,ACQ,*telephony-radio* (partial),01add6cf,<*> (partial),['*telephony-radio*']
18,05-12,01:07:14.226,1001,REL,*telephony-radio*,4e4b905a,*telephony-radio*,[]
19,05-12,01:07:14.226,1001,ACQ,*telephony-radio* (partial),01add6cf,<*> (partial),['*telephony-radio*']
20,05-12,01:07:14.233,1001,REL,*telephony-radio*,4e4b905a,*telephony-radio*,[]
21,05-12,01:07:14.233,1001,ACQ,*telephony-radio* (partial),01add6cf,<*> (partial),['*telephony-radio*']
22,05-12,01:07:14.234,1001,REL,*telephony-radio*,4e4b905a,*telephony-radio*,[]
23,05-12,01:07:14.237,1001,ACQ,*telephony-radio* (partial),01add6cf,<*> (partial),['*telephony-radio*']
24,05-12,01:07:14.237,1001,REL,*telephony-radio*,4e4b905a,*telephony-radio*,[]
25,05-12,01:07:14.237,1001,ACQ,*telephony-radio* (partial),01add6cf,<*> (partial),['*telephony-radio*']
26,05-12,01:07:14.247,1001,REL,*telephony-radio*,4e4b905a,*telephony-radio*,[]
27,05-12,01:07:14.247,1001,ACQ,*telephony-radio* (partial),01add6cf,<*> (partial),['*telephony-radio*']
28,05-12,01:07:14.248,1001,REL,*telephony-radio*,4e4b905a,*telephony-radio*,[]
29,05-12,01:07:14.248,1001,ACQ,*telephony-radio* (partial),01add6cf,<*> (partial),['*telephony-radio*']
30,05-12,01:07:14.249,1001,REL,*telephony-radio*,4e4b905a,*telephony-radio*,[]
31,05-12,01:07:14.249,1001,ACQ,*telephony-radio* (partial),01add6cf,<*> (partial),['*telephony-radio*']
32,05-12,01:07:14.264,1001,REL,*telephony-radio*,4e4b905a,*telephony-radio*,[]
33,05-12,01:07:14.264,1001,ACQ,*telephony-radio* (partial),01add6cf,<*> (partial),['*telephony-radio*']
34,05-12,01:07:14.270,1001,REL,*telephony-radio*,4e4b905a,*telephony-radio*,[]
35,05-12,01:07:14.272,1001,ACQ,*telephony-radio* (partial),01add6cf,<*> (partial),['*telephony-radio*']
36,05-12,01:07:14.273,1001,REL,*telephony-radio*,4e4b905a,*telephony-radio*,[]
37,05-12,01:07:14.273,1001,ACQ,*telephony-radio* (partial),01add6cf,<*> (partial),['*telephony-radio*']
38,05-12,01:07:14.280,1001,REL,*telephony-radio*,4e4b905a,*telephony-radio*,[]
39,05-12,01:07:14.280,1001,ACQ,*telephony-radio* (partial),01add6cf,<*> (partial),['*telephony-radio*']
40,05-12,01:07:14.280,1001,REL,*telephony-radio*,4e4b905a,*telephony-radio*,[]
41,05-12,01:07:14.283,1001,ACQ,*telephony-radio* (partial),01add6cf,<*> (partial),['*telephony-radio*']
42,05-12,01:07:14.286,1001,REL,*telephony-radio*,4e4b905a,*telephony-radio*,[]
43,05-12,01:07:14.286,1001,ACQ,*telephony-radio* (partial),01add6cf,<*> (partial),['*telephony-radio*']
44,05-12,01:07:14.295,1001,REL,*telephony-radio*,4e4b905a,*telephony-radio*,[]
45,05-12,01:07:14.295,1001,ACQ,*telephony-radio* (partial),01add6cf,<*> (partial),['*telephony-radio*']
46,05-12,01:07:14.296,1001,REL,*telephony-radio*,4e4b905a,*telephony-radio*,[]
47,05-12,01:07:14.302,1001,ACQ,*telephony-radio* (partial),01add6cf,<*> (partial),['*telephony-radio*']
48,05-12,01:07:14.305,1001,REL,*telephony-radio*,4e4b905a,*telephony-radio*,[]
49,05-12,01:07:14.305,1001,ACQ,*telephony-radio* (partial),01add6cf,<*> (partial),['*telephony-radio*']
50,05-12,01:07:14.323,1001,REL,*telephony-radio*,4e4b905a,*telephony-radio*,[]
