LineId,Date,Time,Pid,Id,Content,EventId,EventTemplate,ParameterList
3182,01-14,18:52:50.442,1001,REL,*telephony-sem-radio*,7082e793,*telephony-sem-radio*,[]
3183,01-14,18:52:50.442,1001,ACQ,*telephony-sem-radio* (partial),9cef9b02,*telephony-sem-radio* (partial),[]
3184,01-14,18:52:50.445,1001,REL,*telephony-sem-radio*,7082e793,*telephony-sem-radio*,[]
3185,01-14,18:52:50.445,1001,ACQ,*telephony-sem-radio* (partial),9cef9b02,*telephony-sem-radio* (partial),[]
3186,01-14,18:52:50.445,1001,REL,*telephony-sem-radio*,7082e793,*telephony-sem-radio*,[]
3187,01-14,18:53:00.008,1000,ACQ,*alarm* (partial),fc8c8dd6,*alarm* (partial),[]
3188,01-14,18:53:00.009,1000,REL,*alarm*,14e9711f,*alarm*,[]
3189,01-14,18:54:00.001,1000,ACQ,*alarm* (partial),fc8c8dd6,*alarm* (partial),[]
3190,01-14,18:54:00.004,1000,REL,*alarm*,14e9711f,*alarm*,[]
3191,01-14,18:54:13.323,10234,ACQ,GCM_READ (partial),cde3fec8,GCM_READ (partial),[]
3192,01-14,18:54:13.324,10234,ACQ,GCM_WORK (partial),1160256d,GCM_WORK (partial),[]
3193,01-14,18:54:13.324,10234,REL,GCM_READ,3e9981ae,GCM_READ,[]
3194,01-14,18:54:13.335,10234,ACQ,GOOGLE_C2DM (partial),c915d9d8,GOOGLE_C2DM (partial),[]
3195,01-14,18:54:13.344,10234,REL,GCM_WORK,b44ae528,GCM_WORK,[]
3196,01-14,18:54:13.346,10234,ACQ,GCM_WORK (partial),1160256d,GCM_WORK (partial),[]
3197,01-14,18:54:13.348,10234,REL,GCM_WORK,b44ae528,GCM_WORK,[]
3198,01-14,18:54:14.033,10234,ACQ,GCM_READ (partial),cde3fec8,GCM_READ (partial),[]
3199,01-14,18:54:14.039,10234,ACQ,GCM_WORK (partial),1160256d,GCM_WORK (partial),[]
3200,01-14,18:54:14.044,10234,REL,GCM_READ,3e9981ae,GCM_READ,[]
3201,01-14,18:54:14.060,10234,ACQ,GOOGLE_C2DM (partial),c915d9d8,GOOGLE_C2DM (partial),[]
