EventId,EventTemplate,Occurrences
fcd3c81a,<*> <*> <*> <*> <*> <*> <*> in <*> <*> <*> <*> <*> <*>,1
7a272678,<*> <*> <*> to <*> <*> <*> <*>,7
cfc15d0c,<*> Denial: receiving Intent { act=<*> flg=<*> (has extras) } to <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>,248
78758adf,<*> <*> <*> <*> <*> system <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>,184
0baad95d,<*> <*> <*> <*> for <*> <*> <*>,653
be5cd630,"Permission Denial: receiving Intent { act=<*> flg=<*> (has extras) } to ProcessRecord{<*> <*>:<*><*>} (pid=<*>, uid=<*>) <*> <*> <*> <*> <*> <*> <*> <*>",123
f1463cf0,Calling a method in the system process without a qualified user: <*>:<*> <*>:<*> <*>:<*> <*> <*>,61
30a6dec5,<*> <*> <*> <*> <*> Window{<*> u0 <*><*>.<*>} <*> <*> <*> <*>,14
04c959c4,SURFACE <*> <*> on display:<*>,344
e614004b,<*> <*> <*> is <*> <*>,24
458a9fdc,<*> <*> is not <*>,16
f6cfc4ef,"<*> <*> <*> <*>, <*> <*> <*> <*>",54
bb74f221,<*> <*> <*> <*> <*> Window{<*> u0 <*> <*> <*> <*> <*>,41
22a26386,appDiedLocked: app=ProcessRecord{<*> <*> thread=<*>@<*> fromBinderDied=true isKilledByAm=true reason=null,64
52068e6d,<*> <*> <*> <*> for null,3
62c4ff09,Compat change id reported: <*>; UID <*>; state: <*>,389
3cf49fdb,<*> <*> <*> for <*> <*>,176
c187aaf9,<*> <*> <*> <*> <*> Window{<*> u0 <*> <*> <*> <*> <*> <*>,1
8d1c9199,<*> <*> <*> <*> <*> Window{<*> u0 <*><*>.<*>} <*> <*> <*> <*> <*>,2
d14e52f5,<*> <*> on <*> <*> <*>,6
79f587b9,noteOperation,189
a6979cdc,<*>: <*> package <*> <*> <*> <*> <*> <*> <*> <*>,189
8b4182dc,at <*>,3021
93f605a0,at <*> <*>,578
a1beed10,Permission Denial: <*> Intent { act=<*> flg=<*> (has extras) } <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>,4
c3ec6616,Enqueueing job: <*> work: JobWorkItem{id=<*> intent=Intent { act=<*> flg=<*> <*> <*>,3
7436c43d,<*> to <*> <*> <*> <*> <*>,52
84d99a6c,<*> <*> <*> for <*> <*> <*>,23
c691725a,"canAuthenticate: User=<*>, Caller=<*>, Authenticators=<*>",18
e9535baf,<*> <*> <*> ID: <*> <*> <*> <*> <*>,36
35254406,getCanAuthenticateInternal Modality: <*> AuthenticatorStatus: <*>,18
35dcd74c,"<*> <*> <*>, <*> <*> <*> <*> <*> <*>",20
ef038fbc,<*> <*> <*> <*> <*> <*> { act=<*> <*> <*>,1
79a3624a,<*> <*> updated <*> <*>,1
e9a029ab,<*> to <*> <*> <*> <*> <*> <*> <*> <*> <*>,3
